,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
1870,For Your Consideration,2006,Christopher Guest,John Michael Higgins,86,0.5,12000000,5542025,6.3,12197,150,144,378,650,957,3535
1871,Celebrity,1998,Woody Allen,Melanie Griffith,113,0.5,12000000,5032496,6.3,20576,161,114,11000,652,537,943
1872,Running with Scissors,2006,Ryan Murphy,Jill Clayburgh,122,0.5,12000000,6754898,6.2,20000,188,132,708,0,433,1291
1875,Two Lovers,2008,James Gray,Isabella Rossellini,110,0.5,12000000,3148482,7.1,29613,98,190,115,0,812,1540
1876,Last Orders,2001,Fred Schepisi,Bob Hoskins,109,2.0,12000000,2326407,7.0,5016,99,61,40,305,5000,7166
1877,Charlie Bartlett,2007,Jon Poll,Robert Downey Jr.,97,2.0,12000000,3950294,7.0,56654,124,146,20,0,21000,22577
1878,The Dangerous Lives of Altar Boys,2002,Peter Care,Kieran Culkin,104,2.0,12000000,1779284,7.1,12047,122,78,0,677,1000,1292
1879,Stoker,2013,Chan-wook Park,Mia Wasikowska,99,2.0,12000000,1702277,6.8,84620,235,469,0,27000,3000,5074
1880,Married Life,2007,Ira Sachs,David Richmond-Peck,91,2.0,12000000,1506998,6.3,8014,50,121,60,314,60,141
1881,Duma,2005,Carroll Ballard,Eamonn Walker,100,0.5,12000000,860002,7.3,6454,43,38,19,0,706,1579
1882,Brother,2000,Takeshi Kitano,Omar Epps,114,0.5,10000000,447750,7.2,18520,133,81,0,0,865,2126
1883,Welcome to Collinwood,2002,Anthony Russo,Michael Jeter,86,0.5,12000000,333976,6.4,12559,90,72,94,423,693,1373
1884,Critical Care,1997,Sidney Lumet,Kyra Sedgwick,107,2.0,12000000,141853,6.0,1427,12,25,0,88,941,3099
1885,The Life Before Her Eyes,2007,Vadim Perelman,Eva Amurri Martino,90,2.0,8000000,303439,6.4,12125,78,78,26,1000,797,2073
1887,10 Days in a Madhouse,2015,Timothy Hines,Christopher Lambert,111,0.5,12000000,14616,7.5,314,10,1,0,26000,1000,2059
1891,Dirty Grandpa,2016,Dan Mazer,Robert De Niro,109,0.5,11500000,35537564,6.0,49671,166,158,11,11000,22000,24063
1893,The Fighter,2010,David O. Russell,Christian Bale,116,2.0,25000000,93571803,7.9,275869,389,410,737,36000,23000,23811
1895,If I Stay,2014,R.J. Cutler,Chlo Grace Moretz,107,2.0,11000000,50461335,6.8,83893,132,141,15,15000,17000,20466
1897,Phone Booth,2002,Joel Schumacher,Radha Mitchell,81,0.5,13000000,46563158,7.1,207934,629,216,541,0,991,2562
1898,A Walk to Remember,2002,Adam Shankman,Lauren German,101,0.5,11000000,41227069,7.4,162701,962,80,163,19000,683,2436
1899,Dead Man Walking,1995,Tim Robbins,Lois Smith,122,0.5,11000000,39025000,7.6,73193,190,77,0,0,276,903
1900,Cruel Intentions,1999,Roger Kumble,Sarah Michelle Gellar,97,2.0,10500000,38201895,6.9,149222,749,101,16,0,4000,6223
1901,Saw VI,2009,Kevin Greutert,Costas Mandylor,92,0.5,11000000,27669413,6.0,76207,194,156,52,0,723,3101
1902,The Secret Life of Bees,2008,Gina Prince-Bythewood,Nate Parker,110,2.0,11000000,37766350,7.3,19440,56,109,107,0,664,3376
1906,Brooklyn,2015,John Crowley,Julie Walters,111,0.5,11000000,38317535,7.5,73249,212,351,34,36000,838,995
1907,Out Cold,2001,Brendan Malloy,Lee Majors,89,0.5,11000000,13903262,6.3,14656,90,37,2,0,799,4291
1909,Quartet,2012,Dustin Hoffman,Luke Newberry,98,2.0,11000000,18381787,6.8,15684,126,175,0,13000,358,1114
1911,Frailty,2001,Bill Paxton,Matthew McConaughey,100,0.5,11000000,13103828,7.3,59982,463,161,0,5000,11000,12237
1912,Woman in Gold,2015,Simon Curtis,Ryan Reynolds,109,2.0,11000000,33305037,7.3,33856,147,203,64,34000,16000,17866
1913,Kinsey,2004,Bill Condon,Liam Neeson,118,0.5,11000000,10214647,7.1,42689,204,188,386,0,14000,17490
1916,The Visual Bible: The Gospel of John,2003,Philip Saville,Henry Ian Cusick,125,0.5,17000000,4068087,7.7,2164,74,25,10,0,866,1281
1917,Vera Drake,2004,Mike Leigh,Eddie Marsan,125,0.5,11000000,3753806,7.7,20307,165,169,608,0,979,3133
1919,The Perez Family,1995,Mira Nair,Anjelica Huston,113,2.0,11000000,2832826,6.2,1761,19,15,300,174,1000,3072
1920,Inside Llewyn Davis,2013,Ethan Coen,Justin Timberlake,104,0.5,11000000,13214255,7.4,96233,313,535,1000,26000,3000,4082
1921,O,2001,Tim Blake Nelson,Mekhi Phifer,95,2.0,5000000,16017403,6.2,17333,153,92,596,0,1000,3300
1923,Copying Beethoven,2006,Agnieszka Holland,Phyllida Law,104,0.5,11000000,352786,6.8,11132,86,78,238,0,60,150
1925,Jindabyne,2006,Ray Lawrence,John Howard,118,2.0,15000000,399879,6.4,5772,115,75,10,302,172,378
1926,An Ideal Husband,1999,Oliver Parker,Minnie Driver,97,2.0,14000000,18535191,6.9,12980,132,105,32,646,893,2640
1929,In the Land of Women,2007,Jon Kasdan,Kristen Stewart,97,0.5,10000000,11043445,6.5,27689,74,81,21,1000,17000,20312
1931,Saw III,2006,Darren Lynn Bousman,Costas Mandylor,121,0.5,10000000,80150343,6.2,142115,614,210,163,0,723,3189
1941,Happy Gilmore,1996,Dennis Dugan,Adam Sandler,92,0.5,12000000,38624000,7.0,156143,289,77,221,0,11000,13162
1943,The Best Exotic Marigold Hotel,2011,John Madden,Tom Wilkinson,124,2.0,10000000,46377022,7.3,75306,266,264,108,48000,1000,1898
1944,Recess: School's Out,2001,Chuck Sheetz,Diedrich Bader,82,0.5,23000000,36696761,6.5,6808,38,44,6,227,759,2197
1946,The Boy,2016,William Brent Bell,Lauren Cohan,97,0.5,10000000,35794166,6.0,35654,155,159,19,20000,4000,4687
1947,Devil,2010,John Erick Dowdle,Bojana Novakovic,80,0.5,10000000,33583175,6.3,104089,319,273,66,16000,2000,5628
1949,Insidious: Chapter 3,2015,Leigh Whannell,Lin Shaye,97,0.5,10000000,52200504,6.1,54190,183,242,482,29000,852,2426
1952,Nick and Norah's Infinite Playlist,2008,Peter Sollett,Ari Graynor,90,2.0,9000000,31487293,6.7,74887,129,166,6,0,904,2807
1953,Dogma,1999,Kevin Smith,Matt Damon,130,2.0,10000000,30651422,7.4,181737,1015,206,0,10000,13000,16693
1960,Can't Hardly Wait,1998,Harry Elfont,Ethan Embry,100,2.0,10000000,25339117,6.5,37885,247,76,4,0,982,4259
1966,A Prairie Home Companion,2006,Robert Altman,Meryl Streep,105,2.0,10000000,20338609,6.8,19655,280,211,500,683,11000,12946
1968,Rushmore,1998,Wes Anderson,Bill Murray,93,2.0,9000000,17096053,7.7,134458,640,179,0,5000,13000,15716
1970,The Second Best Exotic Marigold Hotel,2015,John Madden,Tina Desai,122,2.0,10000000,33071558,6.6,22369,100,158,108,21000,220,583
1971,Kit Kittredge: An American Girl,2008,Patricia Rozema,Julia Ormond,101,0.5,10000000,17655201,6.7,4719,24,73,22,851,918,3317
1974,Kung Pow: Enter the Fist,2002,Steve Oedekerk,Steve Oedekerk,81,0.5,10000000,16033556,6.2,37901,518,63,176,0,176,361
1976,Wrong Turn,2003,Rob Schmidt,Kevin Zegers,84,0.5,12600000,15417771,6.1,87494,540,191,36,0,2000,3416
1977,The Corruptor,1999,James Foley,Byron Mann,110,2.0,30000000,15156200,6.0,15358,131,91,164,328,258,571
1978,Mud,2012,Jeff Nichols,Matthew McConaughey,130,0.5,10000000,21589307,7.4,135286,261,368,337,27000,11000,13960
1982,My Week with Marilyn,2011,Simon Curtis,Eddie Redmayne,99,0.5,6400000,14597405,7.0,71679,216,386,64,17000,13000,17204
1983,The Matador,2005,Richard Shepard,Adam Scott,96,0.5,10000000,12570442,6.8,40514,234,191,47,808,3000,4053
1984,Love Jones,1997,Theodore Witcher,Leonard Roberts,104,0.5,10000000,12514138,7.4,2801,28,16,28,1000,962,3871
1985,The Gift,2015,Joel Edgerton,Busy Philipps,108,0.5,5000000,43771291,7.1,79909,279,297,0,15000,1000,3215
1986,End of the Spear,2005,Jim Hanon,Chase Ellison,108,2.0,10000000,11703287,7.0,4360,148,47,2,1000,772,1058
1988,Office Space,1999,Mike Judge,Gary Cole,89,0.5,10000000,10824921,7.8,200293,621,144,406,16000,989,3462
1989,Big Eyes,2014,Tim Burton,Christoph Waltz,106,2.0,10000000,14479776,7.0,55539,147,325,13000,20000,11000,12418
1990,Very Bad Things,1998,Peter Berg,Jon Favreau,100,0.5,10000000,9801782,6.3,39331,481,100,532,0,4000,6046
1993,Dirty Pretty Things,2002,Stephen Frears,Sophie Okonedo,97,0.5,10000000,8111360,7.4,34848,203,137,350,0,460,1334
1996,Seeking a Friend for the End of the World,2012,Lorene Scafaria,Steve Carell,101,2.0,10000000,6619173,6.7,87203,221,265,63,25000,7000,7747
1998,The Collection,2012,Marcus Dunstan,Daniel Sharman,82,0.5,10000000,6842058,6.1,36029,99,147,87,14000,1000,3818
2001,Bad Words,2013,Jason Bateman,Beth Grant,89,0.5,10000000,7764027,6.7,38459,119,126,0,0,628,2061
2002,Black or White,2014,Mike Binder,Jennifer Ehle,121,2.0,9000000,21569041,6.6,8058,57,91,57,0,1000,3745
2004,Rescue Dawn,2006,Werner Herzog,Christian Bale,120,0.5,10000000,5484375,7.3,84641,205,198,0,0,23000,24270
2005,Danny Collins,2015,Dan Fogelman,Al Pacino,106,0.5,10000000,5348317,7.1,20810,100,139,102,0,14000,18712
2006,"Jeff, Who Lives at Home",2011,Jay Duplass,Judy Greer,83,2.0,10000000,4244155,6.5,56005,112,182,157,0,2000,3374
2009,The Limey,1999,Steven Soderbergh,Peter Fonda,89,0.5,9000000,3193102,7.1,24412,240,111,0,944,402,1335
2010,The House of Mirth,2000,Terence Davies,Eric Stoltz,135,0.5,10000000,3041803,7.1,6377,181,96,25,345,902,2735
2013,Bamboozled,2000,Spike Lee,Gillian White,135,0.5,10000000,2185266,6.5,8720,186,57,0,1000,1000,4266
2016,While We're Young,2014,Noah Baumbach,Naomi Watts,97,2.0,10000000,7574066,6.3,30325,96,270,387,0,6000,6322
2017,A Better Life,2011,Chris Weitz,Demin Bichir,98,0.5,10000000,1754319,7.2,13174,81,94,129,0,749,2214
2018,Spider,2002,David Cronenberg,Miranda Richardson,98,0.5,8000000,1641788,6.8,30096,213,157,0,0,530,1381
2020,Nicholas Nickleby,2002,Douglas McGrath,Charlie Hunnam,132,0.5,10000000,1309849,7.2,9395,103,80,41,0,16000,29177
2021,The Iceman,2012,Ariel Vromen,Chris Evans,106,0.5,10000000,1939441,6.9,55567,144,221,34,20000,11000,23187
2022,Killer Joe,2011,William Friedkin,Matthew McConaughey,98,0.5,11000000,1987762,6.7,59297,216,376,607,12000,11000,11853
2023,The Joneses,2009,Derrick Borte,Demi Moore,96,2.0,5000000,1474508,6.5,33473,88,144,17,0,2000,4607
2024,Owning Mahowny,2003,Richard Kwietniowski,Philip Seymour Hoffman,104,0.5,10000000,1011054,7.2,10585,83,82,23,0,22000,23513
2029,Rosewater,2014,Jon Stewart,Numan Acar,103,0.5,5000000,3093491,6.6,8307,37,129,593,5000,374,1283
2030,Imaginary Heroes,2004,Dan Harris,Kip Pardue,111,2.0,4000000,228524,7.3,8708,56,73,24,345,374,768
2031,High Heels and Low Lifes,2001,Mel Smith,Minnie Driver,86,2.0,10000000,226792,6.2,3080,44,43,302,117,893,3049
2032,Severance,2006,Christopher Smith,Danny Dyer,90,0.5,5000000,136432,6.6,31890,194,200,76,0,798,2217
2033,Edmond,2005,Stuart Gordon,Joe Mantegna,82,0.5,10000000,131617,6.3,9971,119,79,216,661,1000,5761
2040,Eulogy,2004,Michael Clancy,Zooey Deschanel,85,2.0,6500000,70527,6.7,7690,68,27,0,376,11000,14656
2041,The Lost City,2005,Andy Garcia,Danny Pino,144,0.5,9600000,2483955,6.7,8369,165,52,0,957,786,1674
2042,Next Friday,2000,Steve Carr,John Witherspoon,98,0.5,9500000,57176582,6.1,27492,84,55,41,0,723,3939
2044,Richard III,1995,Richard Loncraine,Robert Downey Jr.,104,2.0,6000000,2600000,7.5,11612,88,56,12,0,21000,23962
2047,The Runaways,2010,Floria Sigismondi,Kristen Stewart,106,2.0,10000000,3571735,6.6,39260,129,259,50,0,17000,21711
2048,Set It Off,1996,F. Gary Gray,Vivica A. Fox,123,2.0,9000000,36049108,6.8,10139,70,29,473,0,890,3661
2049,The Best Man,1999,Malcolm D. Lee,Harold Perrineau,120,2.0,9000000,34074895,6.7,6525,79,32,92,0,1000,5420
2051,Sicko,2007,Michael Moore,Michael Moore,123,0.5,9000000,24530513,8.0,66610,429,263,909,0,909,1633
2052,The Purge: Anarchy,2014,James DeMonaco,Noel Gugliemi,103,0.5,9000000,71519230,6.5,92364,244,285,65,15000,2000,6807
2054,Harold & Kumar Go to White Castle,2004,Danny Leiner,Ethan Embry,88,2.0,9000000,18225165,7.1,155262,316,150,8,0,982,3114
2055,The Contender,2000,Rod Lurie,Jeff Bridges,126,0.5,20000000,17804273,7.0,20449,370,136,37,1000,12000,25660
2056,Boiler Room,2000,Ben Younger,Vin Diesel,120,2.0,8000000,16938179,7.0,41313,246,132,46,0,14000,17336
2059,The Way of the Gun,2000,Christopher McQuarrie,Kristin Lehman,119,2.0,8500000,6047856,6.7,27536,327,117,188,1000,187,358
2060,Igby Goes Down,2002,Burr Steers,Kieran Culkin,99,0.5,9000000,4681503,7.0,29058,238,136,23,838,1000,2478
2062,Gracie,2007,Davis Guggenheim,Emma Bell,95,0.5,9000000,2955039,6.2,3624,27,65,49,313,702,2007
2064,Hamlet 2,2008,Andrew Fleming,Steve Coogan,92,0.5,9000000,4881867,6.4,15200,76,129,26,1000,1000,3767
2066,All or Nothing,2002,Mike Leigh,Lesley Manville,121,0.5,9000000,112935,7.6,8161,94,81,608,484,149,251
2067,Princess Kaiulani,2009,Marc Forby,Q'orianka Kilcher,97,2.0,9000000,883887,6.2,1201,14,26,3,0,679,1426
2068,Opal Dream,2006,Peter Cattaneo,Jacqueline McKenzie,86,0.5,11400000,13751,6.6,813,6,24,11,135,185,299
2069,Awake,2007,Joby Harold,Hayden Christensen,84,0.5,8600000,14373825,6.5,63216,196,133,8,0,4000,6954
2070,Crazy Heart,2009,Scott Cooper,Jeff Bridges,112,0.5,7000000,39462438,7.3,67760,226,273,108,0,12000,13172
2073,Election,1999,Alexander Payne,Matthew Broderick,103,0.5,8000000,14879556,7.3,73640,441,175,729,0,2000,3516
2074,Bright Star,2009,Jane Campion,Abbie Cornish,119,0.5,8500000,4440055,7.0,21360,110,222,319,0,2000,3279
2075,All Is Lost,2013,J.C. Chandor,Robert Redford,106,0.5,9000000,6262942,6.9,59545,312,346,78,18000,0,0
2076,Limbo,1999,John Sayles,Mary Elizabeth Mastrantonio,126,0.5,8000000,1997807,7.1,5158,140,46,407,196,638,823
2077,Repo! The Genetic Opera,2008,Darren Lynn Bousman,Alexa PenaVega,150,0.5,8500000,140244,6.7,20419,259,147,163,8000,2000,4168
2079,Nightcrawler,2014,Dan Gilroy,Jake Gyllenhaal,117,0.5,8500000,32279955,7.9,293304,552,534,66,65000,15000,15554
2082,Little Miss Sunshine,2006,Jonathan Dayton,Steve Carell,101,0.5,8000000,59889948,7.9,355810,889,270,36,15000,7000,7227
2084,28 Days Later...,2002,Danny Boyle,Noah Huntley,113,0.5,8000000,45063889,7.6,297250,1441,224,0,11000,133,241
2087,Brown Sugar,2002,Rick Famuyiwa,Boris Kodjoe,109,0.5,8000000,27362712,6.5,5971,60,37,44,0,1000,3199
2089,50/50,2011,Jonathan Levine,Joseph Gordon-Levitt,100,2.0,8000000,34963967,7.7,270441,378,327,129,40000,23000,39807
2091,That Awkward Moment,2014,Tom Gormican,Mackenzie Davis,94,2.0,8000000,26049082,6.1,76791,100,164,19,0,363,1024
2095,Half Baked,1998,Tamra Davis,Dave Chappelle,82,0.5,8000000,17278980,6.7,48225,164,40,33,0,744,2400
2097,American Psycho,2000,Mary Harron,Christian Bale,102,0.5,7000000,15047419,7.6,357275,1061,288,126,18000,23000,25462
2098,The Good Girl,2002,Miguel Arteta,Jake Gyllenhaal,93,2.0,5000000,14015786,6.5,37952,298,107,44,938,15000,27646
2099,The Boondock Saints II: All Saints Day,2009,Troy Duffy,Norman Reedus,138,0.5,8000000,10269307,6.3,53251,188,91,78,0,12000,17524
2100,Enough Said,2013,Nicole Holofcener,Christopher Nicholas Smith,93,2.0,8000000,17536788,7.1,49240,142,231,132,12000,434,1183
2101,Easy A,2010,Will Gluck,Emma Stone,92,0.5,8000000,58401464,7.1,276746,264,262,87,19000,15000,16982
2102,Shadow of the Vampire,2000,E. Elias Merhige,Eddie Izzard,92,0.5,8000000,8279017,6.9,34191,339,196,54,0,776,1761
2106,Anomalisa,2015,Duke Johnson,Jennifer Jason Leigh,90,0.5,8000000,3442820,7.3,31489,140,328,26,0,1000,1442
2107,Another Year,2010,Mike Leigh,Jim Broadbent,129,0.5,10000000,3205244,7.3,23629,141,248,608,0,1000,2265
2109,It's Kind of a Funny Story,2010,Anna Boden,Zo Kravitz,101,2.0,8000000,6350058,7.2,106098,150,163,16,20000,943,2786
2110,Made in Dagenham,2010,Nigel Cole,Bob Hoskins,113,2.0,7200000,1094798,7.2,11158,73,163,13,0,5000,7692
2111,When Did You Last See Your Father?,2007,Anand Tucker,Colin Firth,92,2.0,8000000,1071240,6.9,3571,34,90,14,429,14000,15848
2112,Prefontaine,1997,Steve James,Kurtwood Smith,106,2.0,8000000,532190,6.8,5673,37,23,23,0,1000,1610
2113,Begin Again,2013,John Carney,James Corden,104,0.5,8000000,16168741,7.4,99430,182,283,109,43000,480,517
2114,Down in the Valley,2005,David Jacobson,Hunter Parrish,108,2.0,8000000,568695,6.5,16617,110,74,12,412,2000,3921
2115,Brooklyn Rules,2007,Michael Corrente,Jerry Ferrara,99,2.0,8000000,398420,6.4,5049,48,41,30,226,480,1234
2117,Fido,2006,Andrew Currie,Alexia Fast,93,0.5,8000000,298110,6.8,25055,98,140,8,0,553,786
2119,Wild Target,2010,Jonathan Lynn,Rupert Grint,98,2.0,8000000,117190,6.9,29994,86,68,36,0,10000,11770
2120,Pathology,2008,Marc Schlermann,John de Lancie,95,0.5,8000000,108662,6.0,26849,107,79,3,3000,905,3185
2121,10th & Wolf,2006,Robert Moresco,Brian Dennehy,107,2.0,8000000,53481,6.4,5557,34,26,53,294,954,2512
2122,Imagine Me & You,2005,Ol Parker,Celia Imrie,90,0.5,7900000,671240,6.9,23023,149,85,21,0,186,619
2125,Soul Food,1997,George Tillman Jr.,Vanessa Williams,115,2.0,7500000,43490057,6.9,5275,30,34,88,508,1000,4737
2126,Thank You for Smoking,2005,Jason Reitman,J.K. Simmons,92,0.5,6500000,24792061,7.6,191998,323,239,655,0,24000,25092
2128,An Education,2009,Lone Scherfig,Dominic Cooper,100,0.5,4500000,12574715,7.3,112138,237,278,92,12000,3000,4198
2130,Narc,2002,Joe Carnahan,Jason Patric,105,0.5,7500000,10460089,7.2,34098,214,127,248,1000,673,1442
2131,Men with Brooms,2002,Paul Gross,Molly Parker,102,2.0,7500000,4239767,6.0,3709,83,9,329,0,611,1834
2133,The Work and the Glory,2004,Russell Holt,Eric Johnson,118,0.5,7500000,3347439,6.9,833,33,6,0,31,373,1233
2134,Extract,2009,Mike Judge,J.K. Simmons,92,2.0,8000000,10814185,6.2,37530,106,192,406,0,24000,41867
2135,Code 46,2003,Michael Winterbottom,Samantha Morton,93,0.5,7500000,197148,6.3,18109,150,133,187,0,631,1176
2136,Albert Nobbs,2011,Rodrigo Garca,Mia Wasikowska,113,2.0,8000000,3014541,6.7,19616,98,222,127,0,3000,4370
2137,Harry Brown,2009,Daniel Barber,Joseph Gilgun,97,0.5,7300000,1818681,7.2,74435,224,224,12,0,788,2486
2140,500 Days of Summer,2009,Marc Webb,Joseph Gordon-Levitt,95,2.0,7500000,32391374,7.7,376600,494,331,464,40000,23000,54075
2142,Magic Mike,2012,Steven Soderbergh,Channing Tatum,110,0.5,7000000,113709992,6.1,108843,281,324,0,54000,17000,46646
2144,My Dog Skip,2000,Jay Russell,Clint Howard,95,0.5,5000000,34099640,7.0,16651,149,79,13,0,1000,2515
2146,"Good Night, and Good Luck.",2005,George Clooney,Robert Downey Jr.,93,0.5,7500000,31501218,7.5,84070,526,351,0,0,21000,22745
2147,Capote,2005,Bennett Miller,Philip Seymour Hoffman,110,0.5,7000000,28747570,7.4,100571,416,271,152,0,22000,22140
2148,Desperado,1995,Robert Rodriguez,Quentin Tarantino,104,0.5,7000000,25625110,7.2,138707,202,93,0,0,16000,33758
2152,The Descent,2005,Neil Marshall,MyAnna Buring,100,0.5,3500000,26005908,7.2,154938,1100,342,197,10000,513,1379
2154,Flirting with Disaster,1996,David O. Russell,Lily Tomlin,92,2.0,7000000,14891000,6.8,15088,105,50,737,824,718,2240
2155,The Devil's Rejects,2005,Rob Zombie,Sid Haig,109,0.5,7000000,16901126,6.9,76267,687,261,0,0,1000,3544
2156,Dope,2015,Rick Famuyiwa,Kimberly Elise,103,2.0,7000000,17474107,7.3,56605,89,180,44,23000,637,1342
2157,In Too Deep,1999,Michael Rymer,LL Cool J,95,0.5,7000000,14003141,6.1,4598,29,28,48,375,1000,4837
2158,House of 1000 Corpses,2003,Rob Zombie,Sid Haig,105,0.5,7000000,12583510,6.0,60709,922,202,0,0,1000,2444
2159,A Serious Man,2009,Ethan Coen,Michael Stuhlbarg,106,0.5,7000000,9190525,7.0,102125,324,341,1000,10000,816,1120
2160,Get Low,2009,Aaron Schneider,Bill Murray,100,0.5,7500000,9176553,7.1,19147,97,160,11,0,13000,19330
2162,Beyond the Lights,2014,Gina Prince-Bythewood,Minnie Driver,116,0.5,7000000,14612840,6.9,11191,37,71,107,0,893,3110
2163,A Single Man,2009,Tom Ford,Colin Firth,99,2.0,7000000,9166863,7.6,83182,247,281,192,16000,14000,14816
2165,Outside Providence,1999,Michael Corrente,Jonathan Brandis,96,2.0,7000000,7292175,6.4,7736,100,72,30,0,761,2018
2166,Bride & Prejudice,2004,Gurinder Chadha,Indira Varma,122,0.5,7000000,6601079,6.2,17436,276,119,98,0,729,2321
2168,The Other Side of Heaven,2001,Mitch Davis,Anne Hathaway,113,2.0,7000000,4720371,6.5,3203,85,27,7,650,11000,11116
2169,Redbelt,2008,David Mamet,Alice Braga,99,0.5,7000000,2344847,6.8,18561,119,158,342,0,1000,2158
2170,Cyrus,2010,Jay Duplass,Matt Walsh,91,2.0,7000000,7455447,6.3,29967,126,223,157,0,490,1136
2171,A Dog of Flanders,1999,Kevin Brodie,Bruce McGill,100,0.5,7000000,2148212,6.3,781,20,25,0,157,655,1906
2172,Auto Focus,2002,Paul Schrader,Ed Begley Jr.,105,2.0,7000000,2062066,6.6,11387,147,97,261,357,783,2684
2173,Factory Girl,2006,George Hickenlooper,Hayden Christensen,99,0.5,7000000,1654367,6.4,18355,106,117,60,3000,4000,6526
2174,We Need to Talk About Kevin,2011,Lynne Ramsay,Ezra Miller,112,0.5,7000000,1738692,7.5,95529,301,389,159,38000,3000,3547
2175,The Mighty Macs,2009,Tim Chambers,Ellen Burstyn,99,2.0,7000000,1889522,6.5,1119,12,34,2,797,1000,2589
2176,Mother and Child,2009,Rodrigo Garca,Naomi Watts,125,2.0,4825000,1110286,7.2,9727,65,161,127,0,6000,8876
2178,Somewhere,2010,Sofia Coppola,Nathalie Fay,97,0.5,7000000,1768416,6.3,35848,198,301,0,0,227,684
2179,Hesher,2010,Spencer Susser,Joseph Gordon-Levitt,106,0.5,7000000,382946,7.1,43965,99,134,58,19000,23000,44969
2180,Gerry,2002,Gus Van Sant,Matt Damon,103,0.5,3500000,236266,6.2,15104,290,103,835,0,13000,13000
2181,The Heart of Me,2002,Thaddeus O'Sullivan,Olivia Williams,96,2.0,7000000,196067,6.7,1966,25,39,5,97,766,1251
2182,Freeheld,2015,Peter Sollett,Steve Carell,103,0.5,7000000,532988,6.5,5863,25,133,6,0,7000,9660
2184,Ca$h,2010,Stephen Milburn Anderson,Chris Hemsworth,118,2.0,7000000,46451,6.0,7663,38,27,0,694,26000,27756
2185,Wah-Wah,2005,Richard E. Grant,Emily Watson,97,2.0,7000000,233103,6.9,2670,50,49,554,311,876,2544
2188,The Chumscrubber,2005,Arie Posin,Rory Culkin,108,0.5,6800000,49526,7.0,16299,129,74,3,1000,710,2119
2189,Shade,2003,Damian Nieman,Glenn Plummer,101,2.0,6800000,10696,6.4,10771,65,25,0,413,240,490
2191,Bran Nue Dae,2009,Rachel Perkins,Deborah Mailman,88,2.0,6500000,110029,6.3,1388,31,33,3,479,46,225
2196,Go,1999,Doug Liman,Sarah Polley,102,2.0,6500000,16842303,7.3,59474,418,137,218,0,900,2475
2199,Shame,2011,Steve McQueen,Michael Fassbender,101,0.5,6500000,4000304,7.3,145395,375,486,0,23000,13000,15230
2200,Layer Cake,2004,Matthew Vaughn,Tom Hardy,105,0.5,4000000,2338695,7.4,134070,263,149,905,0,27000,29277
2201,The Work and the Glory II: American Zion,2005,Sterling Van Wagenen,Emily Podleski,100,2.0,6500000,2024854,6.6,564,21,4,0,19,1000,1942
2202,The East,2013,Zal Batmanglij,Alexander Skarsgrd,116,2.0,6500000,2268296,6.9,41856,119,200,129,12000,10000,13180
2203,A Home at the End of the World,2004,Michael Mayer,Robin Wright,97,2.0,6500000,1029017,6.8,12049,135,84,15,1000,18000,21107
2204,Aberdeen,2000,Hans Petter Moland,Charlotte Rampling,106,0.5,6500000,64148,7.3,2601,35,28,19,260,844,846
2205,The Messenger,2009,Oren Moverman,Steve Buscemi,105,0.5,6500000,66637,7.2,29608,92,217,38,0,12000,14462
2206,Control,2007,Anton Corbijn,Sam Riley,122,0.5,4500000,871577,7.7,51353,143,183,210,13000,845,2614
2208,The Damned United,2009,Tom Hooper,Stephen Graham,98,2.0,10000000,449558,7.6,32307,75,145,0,0,1000,1163
2209,Mallrats,1995,Kevin Smith,Ethan Suplee,123,2.0,6000000,2122561,7.2,99033,434,93,0,0,1000,3254
2210,Fahrenheit 9/11,2004,Michael Moore,Osama bin Laden,122,0.5,6000000,119078393,7.5,113152,1416,288,909,0,503,1448
2213,The Brothers,2001,Gary Hardwick,Julie Benz,106,2.0,6000000,27457409,6.3,3198,43,52,10,478,3000,6419
2214,The Wood,1999,Rick Famuyiwa,Omar Epps,106,0.5,6000000,25047631,6.9,6585,50,18,44,990,865,2724
2217,The Wrestler,2008,Darren Aronofsky,Mark Margolis,109,0.5,6000000,26236603,7.9,251349,547,391,0,10000,1000,1582
2218,Best in Show,2000,Christopher Guest,John Michael Higgins,90,2.0,6000000,18621249,7.5,45859,340,119,378,0,957,4611
2222,Sliding Doors,1998,Peter Howitt,Jeanne Tripplehorn,99,0.5,9000000,11883495,6.8,52805,278,88,29,0,711,1462
2223,Tales from the Hood,1995,Rusty Cundieff,Corbin Bernsen,98,0.5,6000000,11797927,6.1,4582,52,25,38,985,1000,3221
2224,The Last King of Scotland,2006,Kevin Macdonald,David Oyelowo,121,0.5,6000000,17605861,7.7,145580,351,252,162,0,1000,1184
2226,Bernie,2011,Richard Linklater,Matthew McConaughey,99,0.5,5000000,9203192,6.8,45396,136,231,0,15000,11000,11328
2227,Dolphins and Whales 3D: Tribes of the Ocean,2008,Jean-Jacques Mantello,Charlotte Rampling,42,0.5,6000000,7518876,6.5,172,5,9,0,28,844,844
2228,Pollock,2000,Ed Harris,John Heard,122,0.5,6000000,8596914,7.0,23023,148,115,0,0,697,1517
