,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
637,Behind Enemy Lines,2001,John Moore,Joaquim de Almeida,106,2,40000000,59068786,6.4,86902,411,131,212,0,578,2544
638,Shall We Dance,2004,Peter Chelsom,Lisa Ann Walter,106,2,50000000,57887882,6.1,35508,211,118,23,0,1000,2325
639,Small Soldiers,1998,Joe Dante,Kirsten Dunst,108,0,40000000,53955614,6.1,77415,139,100,287,0,4000,8610
640,Spawn,1997,Mark A.Z. Dipp,Michael Jai White,98,0,40000000,54967359,5.2,52805,209,70,20,0,2000,7039
641,The Count of Monte Cristo,2002,Kevin Reynolds,Henry Cavill,131,1,35000000,54228104,7.7,104991,544,138,58,0,15000,17152
642,The Lincoln Lawyer,2011,Brad Furman,Matthew McConaughey,118,1,40000000,57981889,7.3,173848,203,274,65,25000,11000,13943
643,Unknown,2011,Jaume Collet-Serra,Liam Neeson,113,3,30000000,61094903,6.9,210542,332,349,174,29000,14000,17152
644,The Prestige,2006,Christopher Nolan,Christian Bale,130,1,40000000,53082743,8.5,844052,1100,341,22000,49000,23000,63986
645,Horrible Bosses 2,2014,Sean Anders,Kevin Spacey,116,7,42000000,54414716,6.3,114294,187,196,51,12000,18000,30571
646,Escape from Planet Earth,2013,Cal Brunker,Brendan Fraser,89,2,40000000,57011847,5.9,20615,44,83,7,0,3000,3361
647,The Living Daylights,1987,John Glen,Joe Don Baker,130,1,30000000,51185897,6.7,69457,271,105,46,0,387,1233
648,Predators,2010,Nimrd Antal,Topher Grace,107,0,40000000,52000688,6.4,171418,619,351,190,17000,2000,4243
649,Legal Eagles,1986,Ivan Reitman,Brian Dennehy,116,3,40000000,49851591,5.9,7900,34,16,425,263,954,2179
650,The Lake House,2006,Alejandro Agresti,Keanu Reeves,99,0,40000000,52320979,6.8,114321,548,175,18,0,18000,18693
651,The Skeleton Key,2005,Iain Softley,Gena Rowlands,104,0,43000000,47806295,6.5,87447,371,193,34,0,545,1274
652,The Odd Life of Timothy Green,2012,Peter Hedges,Jennifer Garner,105,0,25000000,51853450,6.6,37398,110,169,54,11000,3000,9069
653,Made of Honor,2008,Paul Weiland,Busy Philipps,101,2,40000000,46012734,5.8,54421,101,128,10,3000,1000,4298
654,Jersey Boys,2014,Clint Eastwood,Johnny Cannizzaro,134,1,40000000,47034272,6.9,25465,190,249,16000,16000,880,2281
655,The Rainmaker,1997,Francis Ford Coppola,Matt Damon,135,1,40000000,45856732,7.1,46221,141,91,0,0,13000,16762
656,Gothika,2003,Mathieu Kassovitz,Robert Downey Jr.,98,1,40000000,59588068,5.8,89557,376,207,326,0,21000,22318
657,Amistad,1997,Steven Spielberg,Anthony Hopkins,155,2,36000000,44175394,7.2,56509,227,77,14000,0,12000,37570
658,Medicine Man,1992,John McTiernan,Lorraine Bracco,106,2,40000000,45500797,6.0,17443,56,25,323,694,472,519
659,Aliens vs. Predator: Requiem,2007,Colin Strause,Sam Trammell,102,0,40000000,41797066,4.7,92789,998,211,25,0,1000,4324
660,Rihie Rih,1994,Donald Petrie,Macaulay Culkin,95,1,40000000,38087756,5.2,49612,39,19,80,0,3000,4634
661,Autumn in New York,2000,Joan Chen,J.K. Simmons,103,2,40000000,37752931,5.5,20201,180,101,643,0,24000,26938
662,Paul,2011,Greg Mottola,Bobby Lee,109,0,40000000,37371385,7.0,192462,334,342,99,42000,176,390
663,The Guilt Trip,2012,Anne Fletcher,Miriam Margolyes,95,1,40000000,37101011,5.8,30394,103,147,98,0,405,1070
664,Scream 4,2011,Wes Craven,Alison Brie,111,0,40000000,38176892,6.2,104119,518,420,0,26000,2000,4486
665,The Doors,1991,Oliver Stone,Michael Wincott,140,1,38000000,35183792,7.2,68159,209,82,0,0,720,3044
666,Sex Tape,2014,Jake Kasdan,James Wilcox,94,2,40000000,38543473,5.1,84382,158,201,52,0,683,1488
667,Final Destination 5,2011,Steven Quale,Emma Bell,92,0,40000000,42575718,5.9,83788,227,277,77,20000,703,3074
668,Mickey Blue Eyes,1999,Kelly Makin,Jeanne Tripplehorn,102,1,40000000,33864342,5.8,29968,117,90,6,445,711,2913
669,Pay It Forward,2000,Mimi Leder,Kevin Spacey,123,2,40000000,33508922,7.2,95860,660,157,75,16000,18000,23920
670,Fever Pitch,2005,Bobby Farrelly,Jimmy Fallon,104,1,30000000,42071069,6.2,36223,208,124,101,0,787,1827
671,Drillbit Taylor,2008,Steven Brill,Lisa Ann Walter,102,1,40000000,32853640,5.7,50199,101,146,65,702,1000,3239
672,A Million Ways to Die in the West,2014,Seth MacFarlane,Liam Neeson,136,3,40000000,42615685,6.1,136093,416,303,3000,24000,14000,28927
673,The Shadow,1994,Russell Mulcahy,Jonathan Winters,93,0,25000000,32055248,6.0,18723,146,70,85,0,924,2711
674,Extremely Loud & Incredibly Close,2011,Stephen Daldry,Tom Hanks,129,1,40000000,31836745,6.9,81298,341,283,335,39000,15000,15595
675,Morning Glory,2010,Roger Michell,Noah Bean,107,0,40000000,30993544,6.5,58871,156,212,50,0,293,621
676,Get Rich or Die Tryin',2005,Jim Sheridan,50 Cent,117,0,40000000,30981850,5.0,35834,284,98,260,0,1000,3969
677,The Art of War,2000,Christian Duguay,Michael Biehn,116,0,40000000,30199105,5.7,25346,167,110,18,470,2000,3753
678,Rent,2005,Chris Columbus,Rosario Dawson,135,1,40000000,29077547,7.0,41685,754,146,0,3000,3000,5917
679,Bless the Child,2000,Chuck Russell,Rufus Sewell,107,0,40000000,29374178,5.1,12093,188,100,55,394,3000,4565
680,The Out-of-Towners,1999,Sam Weisman,Oliver Hudson,90,2,40000000,28535768,5.3,10446,105,62,39,279,607,1335
681,The Island of Dr. Moreau,1996,John Frankenheimer,Marlon Brando,99,2,40000000,27663982,4.4,26051,164,70,287,0,10000,10469
682,The Other Boleyn Girl,2008,Justin Chadwick,Natalie Portman,115,3,35000000,26814957,6.7,84357,252,169,56,0,20000,77823
683,Sweet November,2001,Pat O'Connor,Keanu Reeves,119,1,40000000,25178165,6.7,70292,274,94,7,8000,18000,29484
684,The Reaping,2007,Stephen Hopkins,Stephen Rea,99,0,40000000,25117498,5.7,37412,178,190,81,0,327,960
685,Renaissance Man,1994,Penny Marshall,Ed Begley Jr.,128,1,40000000,24332324,6.1,13830,61,12,545,680,783,3126
686,The Magic Sword: Quest for Camelot,1998,Frederik Du Chau,Gary Oldman,86,0,40000000,22717758,6.2,11156,67,34,7,0,10000,14275
687,City by the Sea,2002,Michael Caton-Jones,Robert De Niro,108,1,60000000,22433915,6.2,21319,166,104,105,416,22000,34377
688,At First Sight,1999,Irwin Winkler,Mira Sorvino,128,1,60000000,22326247,5.9,11232,106,55,34,0,978,3821
689,Torque,2004,Joseph Kahn,Dane Cook,84,0,40000000,21176322,4.0,23747,207,86,33,0,1000,5039
690,City Hall,1996,Harold Becker,Al Pacino,111,2,40000000,20300000,6.2,16741,60,50,17,309,14000,17877
691,Marie Antoinette,2006,Sofia Coppola,Kirsten Dunst,123,1,40000000,15962471,6.4,79892,619,260,0,0,4000,7243
692,Kiss of Death,1995,Barbet Schroeder,Nicolas Cage,101,3,40000000,14942422,5.9,14226,60,40,58,555,12000,14008
693,Get Carter,2000,Stephen Kay,Sylvester Stallone,102,1,40000000,14967182,5.1,27305,284,102,19,604,13000,14463
694,Ishtar,1987,Elaine May,Carol Kane,107,2,51000000,14375181,4.2,8692,126,49,124,754,636,3374
695,Fantastic Mr. Fox,2009,Wes Anderson,Bill Murray,87,0,40000000,20999103,7.8,139114,245,335,0,15000,13000,24770
696,Life or Something Like It,2002,Stephen Herek,Angelina Jolie Pitt,103,2,40000000,14448589,5.8,19364,128,86,65,835,11000,12566
697,Memoirs of an Invisible Man,1992,John Carpenter,Richard Epcar,99,2,40000000,14358033,5.9,17365,66,40,0,630,782,2125
698,New York Minute,2004,Dennie Gordon,Mary-Kate Olsen,91,1,30000000,14018364,4.8,17722,111,70,29,849,976,3974
699,Alfie,2004,Charles Shyer,Omar Epps,103,4,60000000,13395939,6.2,43442,146,135,14,0,865,3639
700,Big Miracle,2012,Ken Kwapis,Ted Danson,107,3,40000000,20113965,6.5,15231,66,125,42,0,875,1702
701,The Deep End of the Ocean,1999,Ulu Grosbard,Alexa PenaVega,106,1,40000000,13376506,6.3,10413,111,54,22,579,2000,4327
702,Feardotcom,2002,William Malone,Natascha McElhone,101,1,42000000,13208023,3.3,17309,388,104,37,612,2000,4262
703,Cirque du Freak: The Vampire's Assistant,2009,Paul Weitz,Josh Hutcherson,109,3,40000000,13838130,5.9,35990,157,157,80,0,14000,20503
705,Duplex,2003,Danny DeVito,Justin Theroux,89,0,40000000,9652000,5.8,46205,147,78,0,0,1000,3096
706,Raise the Titanic,1980,Jerry Jameson,M. Emmet Walsh,119,0,36000000,7000000,4.7,2933,70,32,5,328,521,1883
707,Universal Soldier: The Return,1999,Mic Rodgers,Michael Jai White,83,0,24000000,10431220,4.1,24216,162,75,7,401,2000,4024
708,Impostor,2001,Gary Fleder,Gary Dourdan,102,4,40000000,6114237,6.2,19986,207,83,39,892,1000,2664
709,Extreme Ops,2002,Christian Duguay,Rufus Sewell,93,0,40000000,4835968,4.5,4821,82,53,18,158,3000,4123
710,Sunshine,2007,Danny Boyle,Chris Evans,107,0,26000000,3675072,7.3,190132,801,308,0,15000,11000,11623
711,A Thousand Words,2012,Brian Robbins,John Gatins,91,8,40000000,18438149,5.9,30842,93,70,48,0,61,222
712,Delgo,2008,Marc F. Adler,Eric Idle,94,1,40000000,511920,4.4,2458,26,41,0,211,795,2449
713,The Gunman,2015,Pierre Morel,Ray Winstone,115,0,40000000,10640645,5.8,28429,110,224,180,0,1000,1686
714,Disturbia,2007,D.J. Caruso,Sarah Roemer,105,0,20000000,80050171,6.9,186982,491,253,154,0,884,2288
715,Hackers,1995,Iain Softley,Angelina Jolie Pitt,107,1,20000000,7564000,6.2,54650,223,79,34,12000,11000,13821
716,The Hunting Party,2007,Richard Shepard,James Brolin,101,2,25000000,876671,6.9,22010,90,94,47,0,499,504
717,The Hudsucker Proxy,1994,Joel Coen,Jennifer Jason Leigh,111,2,30000000,2869369,7.3,65474,211,77,0,0,1000,2612
718,The Crow,1994,Alex Proyas,Michael Wincott,98,0,23000000,50693162,7.6,136580,545,118,295,15000,720,2630
719,The Time Traveler's Wife,2009,Robert Schwentke,Arliss Howard,107,1,39000000,63411478,7.1,114925,234,214,124,13000,152,568
720,Frankenweenie,2012,Tim Burton,Martin Landau,87,0,39000000,35287788,7.0,73886,165,370,13000,25000,940,4774
721,Serenity,2005,Joss Whedon,Adam Baldwin,119,0,40000000,25335935,8.0,242599,1594,276,0,14000,2000,2853
722,Against the Ropes,2004,Charles S. Dutton,Omar Epps,110,2,39000000,5881504,5.3,5917,50,76,534,177,865,2972
723,Superman III,1983,Richard Lester,Margot Kidder,125,1,39000000,60000000,4.9,49934,224,95,44,0,593,2329
724,Grudge Match,2013,Peter Segal,Robert De Niro,113,1,40000000,29802761,6.4,46480,115,211,88,12000,22000,36009
725,Sweet Home Alabama,2002,Andy Tennant,Ethan Embry,108,1,38000000,127214072,6.1,83786,392,97,72,0,982,4251
726,The Ugly Truth,2009,Robert Luketic,Gerard Butler,96,2,38000000,88915214,6.5,163665,169,174,126,9000,18000,22436
727,Sgt. Bilko,1996,Jonathan Lynn,Austin Pendleton,93,2,39000000,30400000,5.7,17810,73,23,36,478,592,2176
728,Spy Kids 2: Island of Lost Dreams,2002,Robert Rodriguez,Steve Buscemi,100,1,38000000,85570368,5.1,44885,107,103,0,478,12000,18291
729,Star Trek: Generations,1994,David Carson,LeVar Burton,118,0,35000000,75668868,6.6,60504,249,98,18,0,1000,6427
730,Water for Elephants,2011,Francis Lawrence,Robert Pattinson,120,1,38000000,58700247,6.9,95367,260,279,508,33000,21000,36062
731,The Hurricane,1999,Norman Jewison,Denzel Washington,146,0,38000000,50668906,7.6,76016,265,65,278,0,18000,20516
732,Enough,2002,Michael Apted,Bill Cobbs,115,1,38000000,39177215,5.6,30667,234,98,150,0,970,3770
733,Heartbreakers,2001,David Mirkin,Sarah Silverman,123,3,35000000,40334024,6.2,44168,216,116,7,989,931,2912
734,Paul Blart: Mall Cop 2,2015,Andy Fickman,D.B. Woodside,94,1,30000000,71038190,4.4,23473,123,76,99,8000,598,3552
735,Angel Eyes,2001,Luis Mandoki,Sonia Braga,102,0,38000000,24044532,5.6,19686,180,106,43,689,308,1440
736,Joe Somebody,2001,John Pasquin,Jim Belushi,98,1,38000000,22770864,5.5,8433,85,55,11,168,854,2765
737,Extreme Measures,1996,Michael Apted,J.K. Simmons,118,0,38000000,17305211,6.1,14066,75,47,150,352,24000,24547
738,Rock Star,2001,Stephen Herek,Beth Grant,105,0,57000000,16991902,6.2,34592,191,107,65,0,628,1265
739,Precious,2009,Lee Daniels,Mo'Nique,109,0,10000000,47536959,7.3,86955,275,323,304,12000,940,3277
740,White Squall,1996,Ridley Scott,Jeff Bridges,129,4,38000000,10300000,6.6,17859,89,37,0,911,12000,16237
741,The Thing,1982,John Carpenter,Wilford Brimley,109,0,15000000,13782838,8.2,258078,911,297,0,23000,957,1757
742,Riddick,2013,David Twohy,Vin Diesel,127,0,38000000,41997790,6.4,125305,343,302,123,39000,14000,17551
743,Switchback,1997,Jeb Stuart,Gregory Scott Cummins,118,1,37000000,6482195,6.4,9740,81,38,11,389,37,74
744,Texas Rangers,2001,Steve Miner,Tom Skerritt,110,2,38000000,623374,5.2,4757,67,31,49,474,1000,2120
745,City of Ember,2008,Gil Kenan,Bill Murray,90,0,55000000,7871693,6.5,52908,102,118,27,0,13000,15494
746,The Master,2012,Paul Thomas Anderson,Mike Howard,144,31,32000000,16377274,7.1,105144,405,546,0,27000,378,427
747,The Express,2008,Gary Fleder,Dennis Quaid,130,0,40000000,9589875,7.3,16673,45,86,39,0,2000,5162
748,The 5th Wave,2016,J Blakeson,Chlo Grace Moretz,112,0,38000000,34912982,5.2,55617,266,194,5,14000,17000,19974
749,Creed,2015,Ryan Coogler,Sylvester Stallone,133,1,35000000,109712885,7.7,146708,362,437,0,70000,13000,15106
750,The Town,2010,Ben Affleck,Jeremy Renner,150,7,37000000,92173235,7.6,280228,420,378,0,29000,10000,14296
751,What to Expect When You're Expecting,2012,Kirk Jones,Anna Kendrick,110,12,40000000,41102171,5.7,57266,89,170,52,14000,10000,13396
752,Burn After Reading,2008,Ethan Coen,J.K. Simmons,96,0,37000000,60338891,7.0,248468,545,341,1000,0,24000,36093
753,Nim's Island,2008,Jennifer Flackett,Gerard Butler,96,3,37000000,48006503,6.0,28109,110,139,3,0,18000,18178
754,Rush,2013,Ron Howard,Chris Hemsworth,123,0,38000000,26903709,8.1,312629,475,393,2000,83000,26000,37206
755,Magnolia,1999,Paul Thomas Anderson,Patton Oswalt,188,1,37000000,22450975,8.0,241030,1437,224,0,13000,786,1906
756,Cop Out,2010,Kevin Smith,Bruce Willis,107,2,37000000,44867349,5.6,75347,176,203,0,0,13000,14483
757,How to Be Single,2016,Christian Ditter,Alison Brie,110,4,38000000,46813366,6.1,39440,83,148,11,15000,2000,4882
758,Dolphin Tale,2011,Charles Martin Smith,Morgan Freeman,113,5,37000000,72279690,6.9,17948,86,131,188,0,11000,14209
759,John Q,2002,Nick Cassavetes,Denzel Washington,116,1,36000000,71026631,7.0,98899,394,129,415,0,18000,20970
760,Blue Streak,1999,Les Mayfield,Peter Greene,93,1,65000000,68208190,6.3,60572,144,40,10,0,789,2986
761,Breakdown,1997,Jonathan Mostow,Kathleen Quinlan,93,0,36000000,50129186,6.9,38399,218,72,84,0,551,1874
762,Never Say Never Again,1983,Irvin Kershner,Bernie Casey,121,3,36000000,55500000,6.2,48636,214,89,883,0,180,762
763,Hot Tub Time Machine,2010,Steve Pink,Charlie McDermott,101,8,36000000,50213619,6.4,139184,243,265,38,12000,496,1272
764,Dolphin Tale 2,2014,Charles Martin Smith,Morgan Freeman,107,0,36000000,42019483,6.4,6069,33,54,188,0,11000,13904
765,Reindeer Games,2000,John Frankenheimer,Charlize Theron,124,0,34000000,23360779,5.7,31113,212,126,287,852,9000,10838
766,A Man Apart,2003,F. Gary Gray,Vin Diesel,109,0,36000000,26183197,6.1,38348,135,110,473,0,14000,16611
767,Aloha,2015,Cameron Crowe,Emma Stone,105,1,37000000,20991497,5.4,39778,172,138,488,11000,15000,44037
768,Ghosts of Mississippi,1996,Rob Reiner,Alexa PenaVega,130,0,36000000,13052741,6.7,8531,57,31,0,591,2000,3968
769,Snow Falling on Cedars,1999,Scott Hicks,Rick Yune,127,1,36000000,14378353,6.8,12375,194,95,96,846,746,2393
770,The Rite,2011,Mikael Hfstrm,Anthony Hopkins,114,1,37000000,33037754,6.0,75864,197,267,101,23000,12000,19904
771,Gattaca,1997,Andrew Niccol,Blair Underwood,106,2,36000000,12339633,7.8,220591,641,175,487,17000,685,1942
772,Isn't She Great,2000,Andrew Bergman,Stockard Channing,95,0,36000000,2954405,5.3,1977,64,63,31,133,944,2928
773,Space Chimps,2008,Kirk De Micco,Cheryl Hines,81,0,37000000,30105968,4.5,8860,45,85,16,279,541,2268
774,Head of State,2003,Chris Rock,Bernie Mac,95,1,35200000,37788228,5.4,15046,80,44,0,638,1000,4537
775,Spy Kids,2001,Robert Rodriguez,Alexa PenaVega,88,0,35000000,112692062,5.4,84325,205,122,0,0,2000,4499
776,Horrible Bosses,2011,Seth Gordon,Kevin Spacey,106,5,35000000,117528646,6.9,353442,387,340,91,31000,18000,18669
777,The Devil Wears Prada,2006,David Frankel,Meryl Streep,109,0,35000000,124732962,6.8,286178,631,208,64,0,11000,23923
778,Star Trek: The Motion Picture,1979,Robert Wise,Leonard Nimoy,143,2,35000000,82300000,6.4,63330,405,134,338,0,12000,16007
779,Cape Fear,1991,Martin Scorsese,Robert De Niro,128,0,35000000,79100000,7.3,127503,261,120,17000,0,22000,24006
780,21,2008,Robert Luketic,Kevin Spacey,123,2,35000000,81159365,6.8,191470,278,144,126,0,18000,25661
781,Guess Who,2005,Kevin Rodney Sullivan,Bernie Mac,105,2,35000000,67962333,5.9,33887,160,104,8,919,1000,2689
782,The English Patient,1996,Anthony Minghella,Colin Firth,162,0,27000000,78651430,7.4,142067,457,116,333,0,14000,15912
783,L.A. Confidential,1997,Curtis Hanson,Kevin Spacey,138,2,35000000,64604977,8.3,414219,625,177,161,11000,18000,19129
784,Sky High,2005,Mike Mitchell,Michael Angarano,100,3,35000000,63939454,6.2,61321,217,127,31,0,947,2968
785,In & Out,1997,Frank Oz,Tom Selleck,90,0,35000000,63826569,6.3,32416,138,83,0,0,19000,23504
786,Species,1995,Roger Donaldson,Natasha Henstridge,108,0,35000000,60054449,5.8,61018,140,97,79,0,900,1715
787,The Cell,2000,Tarsem Singh,Dylan Baker,109,1,33000000,61280963,6.3,79877,677,225,763,0,812,2474
788,The Man in the Iron Mask,1998,Randall Wallace,Leonardo DiCaprio,132,1,35000000,56876365,6.4,125219,244,83,130,0,29000,29265
789,Secretariat,2010,Randall Wallace,Scott Glenn,123,0,35000000,59699513,7.2,20827,136,160,130,0,826,2259
790,Radio,2003,Michael Tollin,Alfre Woodard,109,1,35000000,52277485,6.9,32370,196,74,19,0,1000,4231
791,Friends with Benefits,2011,Will Gluck,Mila Kunis,109,2,35000000,55802754,6.6,270228,194,238,87,41000,15000,20956
792,Neighbors 2: Sorority Rising,2016,Nicholas Stoller,Chlo Grace Moretz,92,0,35000000,55291815,6.0,28041,111,177,89,0,17000,17860
793,Saving Mr. Banks,2013,John Lee Hancock,Tom Hanks,125,2,35000000,83299761,7.5,117719,306,405,102,39000,15000,19809
794,Malcolm X,1992,Spike Lee,Denzel Washington,202,0,33000000,48169908,7.7,63923,156,61,0,0,18000,20143
795,This Is 40,2012,Judd Apatow,Charlyne Yi,134,2,35000000,67523385,6.2,104005,248,285,0,18000,529,1050
796,Underworld: Rise of the Lycans,2009,Patrick Tatopoulos,Craig Parker,92,1,35000000,45802315,6.6,119974,169,164,148,0,978,2184
797,The Benchwarmers,2006,Dennis Dugan,Jon Lovitz,75,2,33000000,57651794,5.6,40651,209,90,221,0,11000,13125
798,Must Love Dogs,2005,Gary David Goldberg,Stockard Channing,98,2,30000000,43894863,5.9,25883,262,120,30,0,944,4879
799,Resident Evil,2002,Paul W.S. Anderson,Milla Jovovich,100,0,33000000,39532308,6.7,198701,1138,226,545,0,14000,17902
800,Poltergeist,1982,Tobe Hooper,Heather O'Rourke,120,0,10700000,76600000,7.4,105446,321,223,365,11000,887,3876
801,The Ladykillers,2004,Ethan Coen,J.K. Simmons,104,1,35000000,39692139,6.2,84131,400,193,1000,0,24000,41701
802,Max Payne,2008,John Moore,Mila Kunis,103,1,35000000,40687294,5.4,107772,398,228,212,0,15000,16249
803,In Time,2011,Andrew Niccol,Matt Bomer,109,2,40000000,37553932,6.7,304318,463,360,487,52000,20000,34011
804,The Back-up Plan,2010,Alan Poul,Danneel Ackles,104,0,35000000,37481242,5.3,40654,97,148,16,0,1000,3356
805,Something Borrowed,2011,Luke Greenfield,Ashley Williams,112,4,35000000,39026186,5.9,48019,153,128,42,13000,969,2371
806,Black Knight,2001,Gil Junger,Tom Wilkinson,95,1,50000000,33422806,4.8,30771,164,46,19,0,1000,2643
807,The Nativity Story,2006,Catherine Hardwicke,Keisha Castle-Hughes,101,0,30000000,37617947,6.8,8143,203,122,308,0,446,966
808,House of Wax,2005,Jaume Collet-Serra,Robert Ri'chard,108,0,30000000,32048809,5.3,94456,576,228,174,0,730,2178
809,Closer,2004,Mike Nichols,Natalie Portman,98,2,27000000,33987757,7.3,168314,903,212,0,12000,20000,28027
810,J. Edgar,2011,Clint Eastwood,Leonardo DiCaprio,137,0,35000000,37304950,6.6,102728,279,392,16000,16000,29000,36258
811,Mirrors,2008,Alexandre Aja,Jason Flemyng,112,0,35000000,30691439,6.2,86205,232,208,192,5000,1000,3185
812,Queen of the Damned,2002,Michael Rymer,Aaliyah,101,2,35000000,30307804,5.2,43991,695,137,48,0,775,3001
813,Predator 2,1990,Stephen Hopkins,Adam Baldwin,103,0,35000000,30669413,6.2,105478,291,119,81,0,2000,4722
814,Untraceable,2008,Gregory Hoblit,Billy Burke,101,1,35000000,28687835,6.2,40964,245,195,40,0,2000,3612
815,Blast from the Past,1999,Hugh Wilson,Brendan Fraser,112,0,35000000,26494611,6.6,48621,239,95,37,0,3000,5709
816,Jersey Girl,2004,Kevin Smith,Stephen Root,102,5,35000000,25266129,6.2,54346,358,164,0,0,939,3592
817,Alex Cross,2012,Rob Cohen,Cicely Tyson,101,0,35000000,25863915,5.1,28257,151,211,357,11000,907,2471
818,Midnight in the Garden of Good and Evil,1997,Clint Eastwood,Kevin Spacey,155,2,30000000,25078937,6.6,31751,216,91,16000,0,18000,19689
819,Nanny McPhee Returns,2010,Susanna White,Daniel Mays,109,5,35000000,28995450,6.1,19230,59,97,24,0,287,855
820,Hoffa,1992,Danny DeVito,Frank Whaley,140,2,35000000,24276500,6.6,17124,68,32,0,949,436,1394
821,The X Files: I Want to Believe,2008,Chris Carter,Mitch Pileggi,108,0,30000000,20981633,5.9,78256,492,270,251,0,826,2351
