movie_title,title_year,genres,plot_keywords,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language,country,facenumber_in_poster,aspect_ratio,content_rating,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes
George of the Jungle,1997,Action|Adventure|Comedy|Family|Romance,animal companion|heiress|hero|jungle|male objectification,http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1,Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor,Color,92,English,USA,0,1.85,PG,55000000,105263257,5.4,56168,103,53,39,5000,3000,562,458,4518
American Wedding,2003,Comedy|Romance,bachelor party|blow job|breasts|friend|wedding,http://www.imdb.com/title/tt0328828/?ref_=fn_tt_tt_1,Jesse Dylan,Alyson Hannigan,Thomas Ian Nicholas,Fred Willard,Color,74,English,USA,3,2.35,R,55000000,104354205,6.3,162331,332,153,58,0,3000,864,729,5713
Captain Phillips,2013,Biography|Drama|Thriller,hijacking|hostage|leader|ship|somalia,http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1,Paul Greengrass,Tom Hanks,Chris Mulkey,Michael Chernus,Color,134,English,USA,0,2.35,PG-13,55000000,107100855,7.9,323353,527,491,521,65000,15000,535,186,16281
Date Night,2010,Comedy|Crime|Romance|Thriller,city|new york city|night|reservation|restaurant,http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1,Shawn Levy,Mila Kunis,James Franco,Steve Carell,Color,101,English,USA,2,2.35,PG-13,55000000,98711404,6.3,127571,207,247,189,0,15000,11000,7000,39822
Casper,1995,Comedy|Family|Fantasy,casper|friendly ghost|ghost|maine|mansion,http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1,Brad Silberling,Eric Idle,Fred Rogers,Cathy Moriarty,Color,100,English,USA,0,1.85,PG,50000000,100328194,6,85903,92,26,52,0,795,419,394,2638
The Equalizer,2014,Action|Crime|Thriller,assassin|ex soldier|gangster|hanged man|mysterious past,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,Antoine Fuqua,Denzel Washington,Chlo Grace Moretz,James Wilcox,Color,132,English,USA,0,2.35,R,55000000,101530738,7.2,229574,436,292,845,56000,18000,17000,683,37605
Maid in Manhattan,2002,Comedy|Drama|Romance,hotel|maid|new york city|place name in title|the bronx,http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1,Wayne Wang,Bob Hoskins,Frances Conroy,Natasha Richardson,Color,105,English,USA,2,2.35,PG-13,55000000,93815117,5.1,68417,242,114,61,0,5000,827,708,7184
Crimson Tide,1995,Action|Drama|Thriller|War,alabama|mutiny|order|radio|submarine,http://www.imdb.com/title/tt0112740/?ref_=fn_tt_tt_1,Tony Scott,Denzel Washington,Viggo Mortensen,Ricky Schroder,Color,123,English,USA,0,2.35,R,53000000,91400000,7.3,81026,194,82,12000,0,18000,10000,665,30132
Flightplan,2005,Drama|Mystery|Thriller,captain|flight|flight attendant|plane|search,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,Robert Schwentke,Erika Christensen,Michael Irby,Haley Ramm,Color,98,English,USA,1,2.35,PG-13,55000000,89706988,6.2,126746,600,231,124,0,931,507,354,2287
Disclosure,1994,Drama|Thriller,computer|marriage|non statutory female on male rape|promotion|sexual harassment,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1,Barry Levinson,Demi Moore,Dylan Baker,Roma Maffia,Color,128,English,USA,0,2.35,R,55000000,83000000,6,36587,95,55,272,0,2000,812,383,3888
Kill Bill: Vol. 1,2003,Action,bride|coma|japan|revenge|sword,http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1,Quentin Tarantino,David Carradine,Vivica A. Fox,Chiaki Kuriyama, Black and White,111,English,USA,0,2.35,R,30000000,70098138,8.1,735784,2105,354,16000,13000,926,890,640,3983
Bowfinger,1999,Comedy,film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody,http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1,Frank Oz,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,Color,85,English,USA,2,1.37,PG-13,55000000,66365290,6.4,56874,358,140,0,0,21000,860,490,22458
Kill Bill: Vol. 2,2004,Action|Crime|Drama|Thriller,assassin|assassination|bride|death|vengeance,http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1,Quentin Tarantino,Vivica A. Fox,Michael Parks,Michael Bowen, Black and White,137,English,USA,0,2.35,R,30000000,66207920,8,512749,935,304,16000,0,890,387,348,1959
Tango & Cash,1989,Action|Comedy|Crime|Thriller,1980s|80s action|escape|plea bargain|prison,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,Andrey Konchalovskiy,Sylvester Stallone,Jack Palance,Brion James,Color,97,English,USA,1,2.35,R,55000000,63408614,6.3,75365,149,45,96,0,13000,549,403,14432
Death Becomes Her,1992,Comedy|Fantasy|Horror,plastic surgeon|rejuvenation|revenge|rival|rivalry,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,Robert Zemeckis,Bruce Willis,Meryl Streep,Isabella Rossellini,Color,104,English,USA,3,1.85,PG-13,55000000,58422650,6.4,78974,173,49,0,8000,13000,11000,812,25599
Shanghai Noon,2000,Action|Adventure|Comedy|Western,19th century|chinese|princess|rescue|travel,http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1,Tom Dey,Xander Berkeley,Jason Connery,Kate Luyben,Color,110,English,USA,2,2.35,PG-13,55000000,56932305,6.6,96690,293,146,9,0,485,110,95,939
Executive Decision,1996,Action|Adventure|Thriller,bomb|hostage|military|plane|terrorist,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1,Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh,Color,133,English,USA,0,2.35,R,55000000,68750000,6.4,40858,144,60,53,0,1000,780,263,2916
Mr. Popper's Penguins,2011,Comedy|Family|Fantasy,father|penguin|snowglobe|son|winter,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,Mark Waters,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,Color,94,English,USA,1,1.85,PG,55000000,68218041,6,67191,108,189,70,14000,1000,549,497,2820
The Forbidden Kingdom,2008,Action|Adventure|Fantasy,monkey king|staff|teenager|urination|warrior,http://www.imdb.com/title/tt0865556/?ref_=fn_tt_tt_1,Rob Minkoff,Jet Li,Thomas McDonell,Michael Angarano,Color,104,English,USA,0,2.35,PG-13,55000000,25040293,6.6,88049,279,206,50,0,5000,962,947,7247
Free Birds,2013,Adventure|Animation|Comedy|Family,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1,Jimmy Hayward,Amy Poehler,Carlos Ponce,Dan Fogler,Color,91,English,USA,1,1.85,PG,55000000,55747724,5.9,18042,73,118,39,0,1000,591,562,3104
Alien 3,1992,Action|Horror|Sci-Fi,alien|crash|planet|prison|survivor,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1,David Fincher,Charles S. Dutton,Holt McCallany,Paul McGann,Color,145,English,USA,0,2.35,R,50000000,55473600,6.4,207686,776,210,21000,0,534,273,243,1543
Evita,1996,Biography|Drama|History|Musical,actress|argentina|military|politics|singer,http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1,Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou,Color,135,English,USA,1,2.35,PG,55000000,49994804,6.3,29205,194,76,317,0,57,40,34,164
Ronin,1998,Action|Adventure|Crime|Thriller,case|ex kgb|ronin|russian|suitcase,http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1,John Frankenheimer,Robert De Niro,Natascha McElhone,Michael Lonsdale,Color,122,English,UK,2,2.35,R,55000000,41609593,7.3,145422,572,149,287,0,22000,2000,135,24270
The Ghost and the Darkness,1996,Adventure|Drama|Horror|Thriller,bridge|engineer|hunter|lion|railway,http://www.imdb.com/title/tt0116409/?ref_=fn_tt_tt_1,Stephen Hopkins,Tom Wilkinson,Bernard Hill,Om Puri,Color,110,English,USA,0,2.35,R,55000000,38553833,6.8,46239,155,62,81,0,1000,416,163,1752
Paddington,2014,Animation|Comedy|Family|Fantasy,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,Paul King,Julie Walters,Matt Lucas,Sally Hawkins,Color,95,English,UK,0,2.35,PG,55000000,76137505,7.2,49207,174,224,17,30000,838,722,594,3697
The Watch,2012,Action|Comedy|Sci-Fi,alien|escape|manager|neighborhood watch|ohio,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,Color,102,English,USA,4,2.35,R,68000000,34350553,5.7,104066,207,265,82,15000,622,591,537,2488
The Hunted,2003,Action|Crime|Drama|Thriller,capture|combat|fbi|hunter|special forces,http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1,William Friedkin,Connie Nielsen,Jenna Boyd,Rex Linn,Color,94,English,USA,1,1.85,R,55000000,34238611,6,35830,321,135,607,0,933,518,215,2248
Instinct,1999,Drama|Thriller,africa|anthropologist|murder|poacher|psychiatrist,http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1,Jon Turteltaub,Anthony Hopkins,Maura Tierney,John Ashton,Color,126,English,USA,1,2.35,R,55000000,34098563,6.5,27191,232,100,226,0,12000,509,241,13406
Stuck on You,2003,Comedy,actor|conjoined twins|cook|internet|short order cook,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,Bobby Farrelly,Matt Damon,Terence Bernie Hines,Seymour Cassel,Color,118,English,USA,2,2.35,PG-13,55000000,33828318,5.8,44453,154,123,101,0,13000,390,327,14036
Semi-Pro,2008,Comedy|Sport,flint michigan|merger|michigan|nba|team,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,Kent Alterman,Will Ferrell,Maura Tierney,Matt Walsh,Color,99,English,USA,3,2.35,R,55000000,33472850,5.8,67005,119,164,3,0,8000,509,490,10026
The Pirates! Band of Misfits,2012,Adventure|Animation|Comedy|Family,charles darwin|cutlass|pirate|queen victoria|scientist,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,Peter Lord,Salma Hayek,Russell Tovey,Brian Blessed,Color,88,English,UK,0,2.35,PG,55000000,31051126,6.7,36877,101,238,91,0,4000,796,591,6254
Changeling,2008,Crime|Drama|Mystery|Thriller,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,Clint Eastwood,Angelina Jolie Pitt,Michael Kelly,Colm Feore,Color,141,English,USA,0,2.35,R,55000000,35707327,7.8,199056,387,264,16000,14000,11000,963,539,12840
Chain Reaction,1996,Action|Drama|Sci-Fi|Thriller,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,Andrew Davis,Keanu Reeves,Morgan Freeman,Kevin Dunn,Color,107,English,USA,1,1.85,PG-13,50000000,20550712,5.6,40346,95,47,99,1000,18000,11000,581,31014
The Fan,1996,Action|Drama|Sport|Thriller,baseball|fan|obsession|salesman|san francisco giants,http://www.imdb.com/title/tt0116277/?ref_=fn_tt_tt_1,Tony Scott,Robert De Niro,Kurt Fuller,Ellen Barkin,Color,116,English,USA,3,2.35,R,55000000,18573791,5.8,38533,89,50,12000,0,22000,617,552,24618
The Phantom of the Opera,2004,Drama|Musical|Romance|Thriller,based on stage musical based on novel|disfigurement|mask|opera|singer,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,Joel Schumacher,Gerard Butler,Minnie Driver,Miranda Richardson, Black and White,143,English,UK,0,2.35,PG-13,70000000,51225796,7.4,96654,2047,153,541,0,18000,893,530,20660
Elizabeth: The Golden Age,2007,Biography|Drama|History|War,court|intrigue|queen|spain|virgin,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1,Shekhar Kapur,Eddie Redmayne,Abbie Cornish,Jordi Moll,Color,114,English,UK,1,1.85,PG-13,55000000,16264475,6.9,54787,216,202,159,0,13000,2000,877,16899
on Flux,2005,Action|Sci-Fi,based on cult favorite|disease|female hero|female protagonist|future,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1,Karyn Kusama,Charlize Theron,Sophie Okonedo,Paterson Joseph,Color,93,English,USA,0,2.35,PG-13,62000000,25857987,5.5,110614,532,178,45,0,9000,460,352,10185
Gods and Generals,2003,Drama|History|War,confederacy|hero|prequel|stonewall jackson|war hero,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1,Ron Maxwell,Billy Campbell,Bruce Boxleitner,John Castle,Color,280,English,USA,0,2.35,PG-13,56000000,12870569,6.3,13215,497,84,33,953,789,640,67,1671
Turbulence,1997,Action|Thriller,airplane|christmas|marshal|pilot|u.s. marshal,http://www.imdb.com/title/tt0120390/?ref_=fn_tt_tt_1,Robert Butler,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,Color,100,English,USA,0,2.35,R,71000000,11466088,4.7,8983,84,44,0,316,995,879,745,3952
Imagine That,2009,Comedy|Drama|Family|Fantasy,blanket|competition|family relationships|feather|sleepover,http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1,Karey Kirkpatrick,Stephen Root,Ronny Cox,Richard Schiff,Color,107,English,USA,2,2.35,PG,55000000,16088610,5.6,10417,39,93,11,610,939,605,506,3742
Muppets Most Wanted,2014,Adventure|Comedy|Crime|Family|Musical,europe|frog|gulag|prison break|puppet,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,James Bobin,Ty Burrell,Tina Fey,Hugh Bonneville,Color,119,English,USA,4,1.85,PG,50000000,51178893,6.4,24285,110,277,33,10000,3000,2000,518,6089
Thunderbirds,2004,Action|Adventure|Comedy|Family|Sci-Fi,astronaut|island|lady penelope|rescue|the hood,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1,Jonathan Frakes,Sophia Myles,Philip Winchester,Brady Corbet,Color,95,English,UK,0,1.85,PG,57000000,6768055,4.2,11148,229,76,906,437,956,579,287,2260
Burlesque,2010,Drama|Music|Musical|Romance,burlesque|dancer|iowa|small town girl|stage,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,Steve Antin,Eric Dane,Peter Gallagher,David Walton,Color,119,English,USA,1,2.35,PG-13,55000000,39440655,6.4,61680,222,197,59,19000,2000,828,676,4315
Blade II,2002,Action|Horror|Sci-Fi|Thriller,blade the character|cult film|mutation|vampire|warrior,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,Guillermo del Toro,Norman Reedus,Thomas Kretschmann,Tony Curran,Color,117,English,USA,1,1.85,R,54000000,81645152,6.7,158267,559,224,0,0,12000,919,845,15371
Seven Pounds,2008,Drama|Romance,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,Gabriele Muccino,Will Smith,Rosario Dawson,Madison Pettis,Color,123,English,USA,1,2.35,PG-13,55000000,69951824,7.7,232710,599,202,125,26000,10000,3000,835,14727
Bullet to the Head,2012,Action|Thriller,bar|bullet|corruption|detective|lawyer,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,Walter Hill,Sylvester Stallone,Jason Momoa,Jon Seda,Color,92,English,USA,3,1.85,R,55000000,9483821,5.7,39247,131,279,394,10000,13000,11000,565,25418
The Godfather: Part III,1990,Crime|Drama,1970s|family relationships|mob hit|opera|repeating history,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1,Francis Ford Coppola,Al Pacino,Joe Mantegna,Bridget Fonda,Color,170,English,USA,1,1.85,R,54000000,66676062,7.6,267980,545,110,0,0,14000,1000,889,16949
Elizabethtown,2005,Comedy|Drama|Romance,flight|flight attendant|kentucky|shoes|travel,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,Color,123,English,USA,0,1.85,PG-13,57000000,26838389,6.4,58658,495,190,488,0,5000,4000,2000,12700
"You, Me and Dupree",2006,Comedy|Romance,best friend|foot fetish|houseguest|newlywed|wedding,http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1,Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer,Color,110,English,USA,1,1.85,PG-13,54000000,75604320,5.6,68417,195,136,94,0,277,245,240,847
Superman II,1980,Action|Adventure|Romance|Sci-Fi,alien invasion|based on comic book|flying superhero|phantom zone|revenge,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,Color,116,English,USA,4,2.35,PG,54000000,108200000,6.8,76331,269,121,44,0,593,467,420,2908
Anastasia,1997,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,amnesia|reference to anastasia romanov|romanov|russia|russian revolution,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,Color,94,English,USA,1,2.35,G,50000000,58297830,7.1,86347,191,78,383,0,4000,808,753,6017
Moulin Rouge!,2001,Drama|Musical|Romance,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh, Black and White,127,English,USA,1,2.35,PG-13,52500000,57386369,7.6,224013,2319,209,1000,10000,1000,691,653,2601
Domestic Disturbance,2001,Crime|Mystery|Thriller,amateur detective|boat builder|boy|stepfather|witness,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1,Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,Color,89,English,USA,1,2.35,PG-13,53000000,45207112,5.5,21283,190,98,17,361,12000,708,303,13390
Flags of Our Fathers,2006,Drama|History|War,imperial japan|japan|japanese army|japanese soldier|world war two,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1,Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,Color,135,English,USA,0,2.35,R,90000000,33574332,7.1,101221,415,279,16000,0,23000,638,310,24468
Law Abiding Citizen,2009,Crime|Drama|Thriller,attorney|deal|district attorney|investigation|justice,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,Color,118,English,USA,0,2.35,R,50000000,73343413,7.4,217480,429,216,473,21000,18000,1000,963,22517
Grindhouse,2007,Action|Horror|Thriller,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zo Bell,Color,189,English,USA,0,2.35,R,53000000,25031037,7.6,155496,532,250,0,0,16000,3000,1000,22186
Beloved,1998,Drama|History|Horror,farm|freedom|ohio|slavery|spirit,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,Color,172,English,USA,1,1.85,R,55000000,22843047,5.9,6082,207,78,438,853,852,637,466,2397
Lucky You,2007,Drama|Romance|Sport,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1,Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,Color,124,English,USA,1,2.35,PG-13,55000000,5755286,5.9,18310,63,106,161,672,21000,3000,681,26334
Zero Dark Thirty,2012,Drama|History|Thriller,al qaeda|cia|interrogation|lie|navy seal,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,Color,157,English,USA,0,1.85,R,40000000,95720716,7.4,216032,640,558,0,39000,1000,1000,304,2759
The Break-Up,2006,Comedy|Drama|Romance,art|break up|football video game|kitchen|talking to one's self in a mirror,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,Color,106,English,USA,1,1.85,PG-13,52000000,118683135,5.8,102167,483,183,235,0,4000,957,931,8315
Valentine's Day,2010,Comedy|Romance,flower|indian restaurant|tv station|valentine|valentine's day,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,Color,125,English,USA,12,1.85,PG-13,52000000,110476776,5.7,95437,211,186,0,9000,14000,12000,11000,45696
The Dukes of Hazzard,2005,Action|Adventure|Comedy,1969 dodge charger|bikini|farm|misogynist|tow truck,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,Color,107,English,USA,5,2.35,PG-13,50000000,80270227,5.1,66382,612,144,422,0,631,534,379,2297
The Thin Red Line,1998,Drama|War,battle|hill|jungle|multiple perspectives|tropical island,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,Color,215,English,USA,0,2.35,R,52000000,36385763,7.6,138941,1448,156,0,0,648,568,463,1937
The Change-Up,2011,Comedy|Fantasy,best friend|fountain|law firm|lawyer|sex,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,Color,118,English,USA,2,2.35,R,52000000,37035845,6.4,136680,149,215,71,13000,16000,10000,634,28045
Man on the Moon,1999,Biography|Comedy|Drama,andy kaufman|comedian|eccentric|wrestler|wrestling,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,Color,118,English,UK,1,2.35,R,52000000,34580635,7.4,100743,549,140,869,0,134,27,21,209
Casino,1995,Biography|Crime|Drama,car bomb|card cheat|cash|casino|gambling syndicate,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,Color,178,English,USA,2,2.35,R,52000000,42438300,8.2,333542,533,133,17000,11000,22000,721,574,24183
Bulletproof Monk,2003,Action|Comedy|Fantasy,monastery|monk|scroll|tibetan|tibetan monk,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1,Paul Hunter,Jaime King,Mako,Victoria Smurfit,Color,104,English,USA,3,2.35,PG-13,52000000,23020488,5.5,42324,180,127,13,846,961,691,343,2422
"Me, Myself & Irene",2000,Comedy,dissociative identity disorder|limousine|multiple personality|police|rhode island,http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,Color,116,English,USA,1,1.85,R,51000000,90567722,6.5,185878,481,155,101,0,889,624,79,1711
The Adjustment Bureau,2011,Romance|Sci-Fi|Thriller,love at first sight|obscene finger gesture|rain|teleportation|three word title,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,Color,106,English,USA,2,1.85,PG-13,50200000,62453315,7.1,200035,407,413,53,36000,13000,963,593,14607
